"ProductId","Image Url","Video Url","Product Desc","Origin Price","Discount Price","Discount","Currency","Commission Rate","Commission","Sales180Day","Positive Feedback","Promotion Url","Code Name","Code Start Time","Code End Time","Code Value","Code Quantity","Code Minimum Spend"
"4001317369081","https://ae04.alicdn.com/kf/Sb94b7563cbb34083833789daf3f069699.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/275319691351.mp4","European Fashion Female Square Bag 2020 New Quality PU Leather Women's Designer Handbag Rivet Lock Chain Shoulder Messenger bags","USD 27.98","USD 13.99","50%","USD","10.0","USD 1.40","432","93.5%","https://s.click.aliexpress.com/e/_DktTIjp",,,,,,
"33012028970","https://ae04.alicdn.com/kf/H2f36544eae1543c2bca12a4198ff38fe1.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/235786657633.mp4","New Vintage Retro Hasp Women BackPack Leather Bag Backpack for Teenage Girls Travel Fashion Female Shoulder Bags Backpack Purse","USD 46.90","USD 26.73","43%","USD","7","USD 1.87","20","100.0%","https://s.click.aliexpress.com/e/_DerbqVH",,,,,,
"1005003391596265","https://ae04.alicdn.com/kf/S86e5ef75d455467d9f511c47e6b5ac08Q.jpg",,"Fashion Woven Leather Travel Bag Men Shoulder Bag Luxury Business Men Crossbody Bag Handbag High Capacity Travel Totes Hand Bag","USD 28.38","USD 15.61","45%","USD","8.0","USD 1.25","220","93.5%","https://s.click.aliexpress.com/e/_Ddy2d2x",,,,,,
"1005004348227554","https://ae04.alicdn.com/kf/S1466e1873cf04b8ca58afb78bfa3939dd.jpg",,"Cool Boop Bettys With Polka Dot Crossbody Sling Backpack Men Kawaii Cartoon Shoulder Chest Bags for Traveling","USD 29.98","USD 14.99","50%","USD","7","USD 1.05","59","97.8%","https://s.click.aliexpress.com/e/_DFjKGRD",,,,,,
"1005004635236997","https://ae04.alicdn.com/kf/Sc96dfe042c954a9399f0bebcf7ecbe98Z.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100079394822.mp4","Genuine Leather Crossbody Bags For Women Handbags Luxury Designer Should Bag Messager Cell Phone Pocket Square Bag","USD 41.90","USD 25.14","40%","USD","7","USD 1.76","23","null%","https://s.click.aliexpress.com/e/_DFVpuTt",,,,,,
"1005001338286211","https://ae04.alicdn.com/kf/S338eaed1d40446f5852332d34af27ecfc.jpg",,"Girl's Crossbody Bag Handmade Floral Rattan Mini Shoulder Bag Summer Straw Beach Bag Kid's Casual Messenger Bags Handbag","USD 2.99","USD 2.00","33%","USD","7","USD 0.14","83","92.2%","https://s.click.aliexpress.com/e/_DmI3VWF",,,,,,
"1005004160831389","https://ae04.alicdn.com/kf/Sded1d53e07df47f4acf12420a68fa4456.jpg",,"Women's Bag Studded Shoulder Bag Women's Messenger Bag Bag Women's 2022 New Korean Style Retro Heart-Shaped Lock Mobile Phone","USD 6.84","USD 4.31","37%","USD","7","USD 0.30","28","100.0%","https://s.click.aliexpress.com/e/_DneMSbv",,,,,,
"1005003511013269","https://ae04.alicdn.com/kf/H20fe296f3957454e8974e73bb11d7b38i.jpg",,"2021 New Men's Mini Crossbody Bag Detachable Shoulder Strap Male Wrist Clutch Bag Brand Design Letter Leather Small Sling Bag","USD 41.56","USD 20.78","50%","USD","7","USD 1.45","20","90.0%","https://s.click.aliexpress.com/e/_DCnh7vt",,,,,,
"1005001443380505","https://ae04.alicdn.com/kf/H817f50990be24d44ab89442d3bcd2a808.jpg",,"Men's messenger bag genuine leather bag crossbody bags For Men leather shoulder bags Hasp luxury Handbag Shoulder Handbag KSK","USD 24.30","USD 14.58","40%","USD","18.0","USD 2.62","46","94.0%","https://s.click.aliexpress.com/e/_DDAGYlH",,,,,,
"1005003558155653","https://ae04.alicdn.com/kf/S6af8dc6839ab404f8d9bbdb80e541abbx.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100012061430.mp4","Mini Small Square Flap Bag Brand Fashion New Quality PU Leather Women's Handbag Chain Shoulder Messenger Bags","USD 4.68","USD 3.28","30%","USD","7","USD 0.23","23","100.0%","https://s.click.aliexpress.com/e/_DB9eZ1v",,,,,,
"1005004905109772","https://ae04.alicdn.com/kf/S967a38d7747b456c97c3662b64e84b73L.jpg",,"Children's Accessories Small Shoulder Bag Cute Rabbit Girls Small Crossbody Bags Cartoons Mini Coin Purse Handbags","USD 4.90","USD 2.45","50%","USD","8.0","USD 0.20","26","100.0%","https://s.click.aliexpress.com/e/_DczrgFv",,,,,,
"1005004717512893","https://ae04.alicdn.com/kf/S4901cc50d963473181978f8deafe5d44E.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100088368065.mp4","Men Chest Bags Casual Waist Bags USB Charging Earphones Cable Hole Crossbody Bags Shoulder Nylon Waist Packs Sling Bag","USD 1.89","USD 1.12","41%","USD","7","USD 0.08","335","92.5%","https://s.click.aliexpress.com/e/_DedbZIF",,,,,,
"1005003407936008","https://ae04.alicdn.com/kf/Hb3fef5757aa047e68cff6993b999da09z.jpg",,"2022 Men's Bag Fashion Small Canvas Casual Handbags Male Cross Body Shoulder Messenger Bags For Men Purses And Handbags","USD 4.49","USD 3.59","20%","USD","7","USD 0.25","950","93.9%","https://s.click.aliexpress.com/e/_DBE9TSL",,,,,,
"1005003756086347","https://ae04.alicdn.com/kf/Sdaea4d5476224bddb2d0b17821d44848i.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/342762820247.mp4","Fashion Crossbody Bags for Women Rivet Patent Leather Wide Shoulder Bag Woman Trend Sequin Multi-layer Small Square Female Bag","USD 70.81","USD 22.66","68%","USD","8.0","USD 1.81","59","96.0%","https://s.click.aliexpress.com/e/_DCfw5ej",,,,,,
"1005004249142248","https://ae04.alicdn.com/kf/Sb4a7f16efbe447e79db912943b289b44r.jpg",,"2022 Women Bag Vintage Crossbody Bags for Women Casual Shoulder Bags Simple Style Luxury Shoulder Bags Ladies Handbags Purse","USD 5.86","USD 2.46","58%","USD","8.0","USD 0.20","472","93.5%","https://s.click.aliexpress.com/e/_DlQEJcr",,,,,,
"1005003320219979","https://ae04.alicdn.com/kf/H34be6938546e45dba825d98c9e900b11Y.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/327282140875.mp4","Men Crossbody Bags Small Sling Men's Chest Bag Shoulder Water Resistant Travel Bag for man with Earphone Hole Usb Charging","USD 12.09","USD 7.98","34%","USD","7","USD 0.56","21","91.4%","https://s.click.aliexpress.com/e/_Ddr12F1",,,,,,
"4000833214330","https://ae04.alicdn.com/kf/Sc8ab9c203c94400eb7e3dc8f95ed7e5aM.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/267142668643.mp4","Fenruien Men's Bag Shoulder Bag Multifunction Anti-theft Waterproof Male Crossbody Bag Casual Short Trip Chest Pack USB Charging","USD 47.10","USD 23.55","50%","USD","8.0","USD 1.88","461","95.7%","https://s.click.aliexpress.com/e/_DEgZrVp",,,,,,
"1005003059026171","https://ae04.alicdn.com/kf/H51328c5806eb48d3bda4b759fceb4561k.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/319818997318.mp4","2021 Light Nylon Women Shoulder Small Hobo Female Shoulder Bags  Women Totes Travel Shopping Bags Travel Ladies Messenger Bags","USD 20.39","USD 12.44","39%","USD","8.0","USD 1.00","22","100.0%","https://s.click.aliexpress.com/e/_DCrFbhv",,,,,,
"1005003188363754","https://ae04.alicdn.com/kf/Sa6a752cb84ed47b4b2b1ff40a7ea7405t.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/323593697229.mp4","JOGUJOS Genuine Leather Women Shoulder Crossbody Bags Small Handbag Ladies CellPhone Bag Simple Style Messenger Bag Phone Pouch","USD 26.63","USD 14.38","46%","USD","7","USD 1.01","222","98.0%","https://s.click.aliexpress.com/e/_DliwgJv",,,,,,
"1005003557186151","https://ae04.alicdn.com/kf/S3ff68bcb5ab64a359b3c6be1c0d3f59cu.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/352274423658.mp4","Women's Bag Fashion Women Canvas Patchwork Crossbody Shoulder Messenger Bag Casual Ladies Mini Handbags Purse Phone Bags","USD 6.54","USD 4.58","30%","USD","7","USD 0.32","25","100.0%","https://s.click.aliexpress.com/e/_DkRoTx5",,,,,,
"1005003141929636","https://ae04.alicdn.com/kf/S53036fb1854e4dc8a106b29ceb770e81X.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/322815775271.mp4","Luxury Lattice Crossbody Bags Men Shoulder Bag Men's Messenger Bag Multi-function Travel Small Camera Bag Phone Bag Handbags","USD 28.41","USD 15.63","45%","USD","8.0","USD 1.25","26","88.0%","https://s.click.aliexpress.com/e/_DnkWr3H",,,,,,
"1005003039980438","https://ae04.alicdn.com/kf/H98181a255c1e41dd89cdd57376bfb43bb.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/320123963070.mp4","AOTTLA Shoulder Bag Large Capacity Men's Bags Fashion Classics Cheap Messenger Bag Handbag High Quality New Casual Crossbody Bag","USD 30.45","USD 15.83","48%","USD","7","USD 1.11","24","98.0%","https://s.click.aliexpress.com/e/_Ddkux4r",,,,,,
"1005003077782421","https://ae04.alicdn.com/kf/H1345ccdf2653429e95a3b3e935fe83f0m.jpg",,"Genuine Brand Leather Sac Luxury Handbags Purse Women Bags Designer Shoulder Crossbody Messenger Bags Female 2021 Waterproof Bag","USD 42.39","USD 21.19","50%","USD","7","USD 1.48","37","91.1%","https://s.click.aliexpress.com/e/_DCNwYrD",,,,,,
"1005002822076172","https://ae04.alicdn.com/kf/H9f120d75e97f4eb7be03701fabe60deeX.jpg",,"Gothic Smile Women Bags Large Capacity Harajuku Cartoon Vintage Hip Hop Shopping Bag Canvas Bag Funny Women's Shoulder Bags","USD 8.98","USD 3.77","58%","USD","8.0","USD 0.30","90","80.0%","https://s.click.aliexpress.com/e/_DCN4JbH",,,,,,
"1005002935769605","https://ae04.alicdn.com/kf/He1f1fb132b9a420d8b72cddfdebd6607F.jpg",,"Women Chest Bag Small Backpack Travel Crossbody Shoulder Bag Fashion Sports Noctilucent Handbag Girls Floral Bagpack","USD 23.48","USD 11.74","50%","USD","7","USD 0.82","63","95.7%","https://s.click.aliexpress.com/e/_DeXOxQ7",,,,,,
"33016851713","https://ae04.alicdn.com/kf/He660cf6a1ffd4806951e9512c563e812M.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/284151156957.mp4","Customized Cute Cat Printing Women Handbag Linen Tote Bags with Print Logo Casual Traveling Beach Bags","USD 10.26","USD 4.93","52%","USD","7","USD 0.35","88","98.4%","https://s.click.aliexpress.com/e/_DBJhWSR",,,,,,
"1005002978398906","https://ae04.alicdn.com/kf/H65a9c996b8694f8a83408ad85f4df173h.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/317536868376.mp4","Johnature Retro Crocodile Pattern Genuine Leather Women Bag 2022 New Fashion Luxury Handbag Nature Cowhide Shoulder Bags","USD 94.48","USD 55.74","41%","USD","7","USD 3.90","33","90.0%","https://s.click.aliexpress.com/e/_DmRspDt",,,,,,
"1005004231315465","https://ae04.alicdn.com/kf/S83e84a5ad0474ce5b02e21c5e5bdf26cL.jpg",,"Flower Letter Printing Tote Bags for Women Reusable Shopping Bag Casual Eco Student Shopper Bag Bolsa Feminina Drop Shipping","USD 7.00","USD 4.97","29%","USD","8.0","USD 0.40","427","93.1%","https://s.click.aliexpress.com/e/_Dd3cgU3",,,,,,
"1005004495318925","https://ae04.alicdn.com/kf/S94037db5684c4450b291abaaa71a00249.jpg",,"Hello Kitty Bag Vintage Crossbody Bag Handmade Corduroy Color-Matching Handbag One Shoulder Bag","USD 19.10","USD 17.19","10%","USD","8.0","USD 1.38","59","88.3%","https://s.click.aliexpress.com/e/_DFEj3Vh",,,,,,
"1005004055167753","https://ae04.alicdn.com/kf/S302e5e712b3742a2a3ae15abb195d5bcC.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/353117623155.mp4","Brand Women's Shoulder Bags New Chain Strap Quilted Purses And Handbags Designer Female Shoulder Crsossbody Bag Ladies Hand Bag","USD 19.90","USD 19.90","0%","USD","7","USD 1.39","267","86.7%","https://s.click.aliexpress.com/e/_Dlmhfdh",,,,,,
"1005003322639541","https://ae04.alicdn.com/kf/Hc055a470605e44bfa39a710cf2e25f27i.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/340052467033.mp4","Geometric Print Oxford Cloth Casual Crossbody Bags Husband Backpack Sports Travel Outdoor Light Lovers Chest Bags Shoulder Bags","USD 4.73","USD 2.98","37%","USD","7","USD 0.21","71","87.8%","https://s.click.aliexpress.com/e/_DFm5PFN",,,,,,
"1005003575108073","https://ae04.alicdn.com/kf/H9f14251068f24d2b94ad6fa26c0d3354X.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/337646674944.mp4","2022 New Brand Green Towel Fabric Women Single-Shoulder Bag Fashion Plaeted Cloud Bag Ladies Casual Handbag Female Messenger Bag","USD 22.88","USD 13.50","41%","USD","7","USD 0.94","41","80.0%","https://s.click.aliexpress.com/e/_DmPrkmn",,,,,,
"1005003643151898","https://ae04.alicdn.com/kf/H28cb1ef15ec3499690dfe4bc4836f7f6b.jpg",,"2022 New Flap Crossbody Bags For Women Fashion Lock Shoulder Bag Solid Pu Leather Ladies Handbags Cross Body","USD 22.50","USD 11.25","50%","USD","7","USD 0.79","22","100.0%","https://s.click.aliexpress.com/e/_DehPxTN",,,,,,
"1005003413956748","https://ae04.alicdn.com/kf/Hc939b990523848ab8c70f4757c246a8fH.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/331595786355.mp4","Simple Fashion Crossbody Bags for Women 2021Winter New Waist Pack Solid Color Ladies Handbags Mini Saddle Bag Brand Shoulder Bag","USD 26.18","USD 14.92","43%","USD","7","USD 1.04","99","96.7%","https://s.click.aliexpress.com/e/_Dmbd95Z",,,,,,
"1005004584728820","https://ae04.alicdn.com/kf/S9c82f58ff8d949d29fff902cb3399dc7Z.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100073776189.mp4","Full Rhinestone Diamond Square Bag Colored Blue Shiny Bling Evening Bag Lady Clutch Purse Shoulder Messenger Bag Women's Handbag","USD 55.70","USD 38.99","30%","USD","8.0","USD 3.12","21","100.0%","https://s.click.aliexpress.com/e/_DEkUxxd",,,,,,
"1005004759091931","https://ae04.alicdn.com/kf/S36648519d9d64ba2b059227cc7b4370bD.jpg",,"2022 Handbag New Arrival Women's Design Small Shoulder Bag Pleated Saddle Bag Cross Body Bags Motorcycle Messenger Bags","USD 39.99","USD 19.99","50%","USD","8.0","USD 1.60","54","100.0%","https://s.click.aliexpress.com/e/_DFeyD2x",,,,,,
"1005004262088382","https://ae04.alicdn.com/kf/Scb51bf6604c44442841056f1eb731950E.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100036560762.mp4","Handmade Big Pearl Bucket Bag Women Hand Woven High Quality Silvery Mini Beaded Pearl Evening Shoulder Bag Ladies Dinner Party","USD 12.12","USD 6.91","43%","USD","12.0","USD 0.83","59","96.7%","https://s.click.aliexpress.com/e/_DBVhvj5",,,,,,
"1005002944996796","https://ae04.alicdn.com/kf/H062f9f5030e04e9b993be42313d629d7Q.jpg",,"Female Backpack Mochila Feminina Multifunction Girls Leather School Brand Women Shoulder Bag Sac A Dos Travel Back Pack","USD 7.42","USD 4.60","38%","USD","7","USD 0.32","34","73.3%","https://s.click.aliexpress.com/e/_DmaNyar",,,,,,
"1005003740232667","https://ae04.alicdn.com/kf/Hd29b2ffbdc744d9e934d4775515533ca9.jpg",,"Simple Chain Fashion Shoulder Bag Hand Bill of Lading Shoulder Bag Travel Portable Women","USD 17.22","USD 11.19","35%","USD","7","USD 0.78","24","100.0%","https://s.click.aliexpress.com/e/_DDbbJxz",,,,,,
"1000005071463","https://ae04.alicdn.com/kf/HTB1jWPDX2vsK1RjSspdq6AZepXaS.jpg",,"Nylon Women Messenger Bags Small Purse Shoulder Bag Female Crossbody Bags Handbags High Quality Bolsa Tote Beach","USD 14.55","USD 10.77","26%","USD","8.0","USD 0.86","524","95.7%","https://s.click.aliexpress.com/e/_DEC9hYn",,,,,,
"4000989563027","https://ae04.alicdn.com/kf/H4db50074dd124533984ee62ff23e41c4n.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/261388932312.mp4","Buylor Waist Bag Women Fanny Pack Laser Shoulder Belt Bag Holographic Designer Cute Waist Packs Party Travel Phone Pouch Bags","USD 6.53","USD 3.92","40%","USD","8.0","USD 0.31","32","100.0%","https://s.click.aliexpress.com/e/_DdtGrD1",,,,,,
"1005005072793236","https://ae04.alicdn.com/kf/S8d923d18d58347a69e99563354c1b917Q.jpg",,"2023 Women Handbag Bag Vintage Crossbody Bags for Letter Design Womens Casual Shoulder Bags Fashion Luxury Bags Ladies Purse","USD 21.00","USD 14.70","30%","USD","7","USD 1.03","25","100.0%","https://s.click.aliexpress.com/e/_DmjckWX",,,,,,
"32509873467","https://ae04.alicdn.com/kf/HTB1x4MiXI_vK1Rjy0Foq6xIxVXaM.jpg",,"vintage leather handbags hotsale women wedding clutches ladies party purse famous designer crossbody shoulder messenger bags","USD 9.68","USD 6.97","28%","USD","7","USD 0.49","83","95.2%","https://s.click.aliexpress.com/e/_DEmmdMf",,,,,,
"1005004879816855","https://ae04.alicdn.com/kf/S516becc2ec1d463c80e3f99b704f7cd94.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100095170638.mp4","Men's Messenger Crossbody Shoulder Bags Men Small Sling Pack For Work Business Waterproof Oxford Packs Satchel Purse","USD 12.85","USD 9.12","29%","USD","7","USD 0.64","26","97.5%","https://s.click.aliexpress.com/e/_DDNM2gT",,,,,,
"1005001444733777","https://ae04.alicdn.com/kf/H4cab9ce3a0004e5c86e4f6dfffb44fd6D.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/278870248195.mp4","Leisure single shoulder bag vintage canvas Multilayer Pockets Fashion New 2020 zipper ipad bag cellphone bag messenger bags tote","USD 35.50","USD 20.59","42%","USD","9.0","USD 1.85","23","100.0%","https://s.click.aliexpress.com/e/_DdKzpWF",,,,,,
"4000910721722","https://ae04.alicdn.com/kf/Hd22c2f13b2534dccbae82f093e57b52cy.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/259002556117.mp4","PUOU 2023 Genuine Leather Ultra-thin Wallet Phone Bag Multi-card Package Cellphone Purses Card Holder Shoulder Bag For Women","USD 24.61","USD 13.54","45%","USD","8.0","USD 1.08","21","97.1%","https://s.click.aliexpress.com/e/_DCStDyr",,,,,,
"1005003559083566","https://ae04.alicdn.com/kf/H469dfeccdf654c98abdacdf4be079f79k.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/336394008298.mp4","Vento Marea Space Padded Women Shoulder Bag For Winter Nylon Cotton Warm Crossbody Flap Purse Small Handbags For Women 2022 New","USD 8.11","USD 4.38","46%","USD","7","USD 0.31","21","100.0%","https://s.click.aliexpress.com/e/_DBW5cy7",,,,,,
"1005003558459671","https://ae04.alicdn.com/kf/S0d7006771d4e4cbab7394253aef4af31f.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/337187346747.mp4","Wahyah Denim Crossbody Bags for Women Japan Style Unisex Casual Pocket Books School Bag Clutch Purse Large Jeans Bag Solid ZY029","USD 17.99","USD 7.20","60%","USD","8.0","USD 0.58","21","80.0%","https://s.click.aliexpress.com/e/_DkANzj5",,,,,,
"1005003238951375","https://ae04.alicdn.com/kf/He785c1d8593c49a69ce63296d4be14000.jpg",,"3 Layers Women Handbag Purses Luxury Designer Patent Leather Shoulder Messenger Crossbody Bags for Female Vintage Sac A Main New","USD 40.55","USD 23.11","43%","USD","7","USD 1.62","34","98.2%","https://s.click.aliexpress.com/e/_Dm7dPL9",,,,,,
"1005004471353415","https://ae04.alicdn.com/kf/Sf3bc369a544e45829eaa12cd205dca81S.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100065461876.mp4","new women bag texture 2022 fashion versatile net red women's bags chain Single Shoulder Messenger women's bag small handbag","USD 34.18","USD 16.06","53%","USD","7","USD 1.12","65","97.1%","https://s.click.aliexpress.com/e/_DB55utV",,,,,,
"1005004619268496","https://ae04.alicdn.com/kf/S8129fe36a72d43ad821f82f24dd57713O.jpg",,"Knot Handle Rhinestones Evening Acrylic clutch Bag clear shoulder bag Crystal Diamonds Dinner Party Wedding Purse tote handbag","USD 63.00","USD 50.40","20%","USD","7","USD 3.53","25","84.0%","https://s.click.aliexpress.com/e/_DBEBinD",,,,,,
"32981313759","https://ae04.alicdn.com/kf/HTB1hwCFKSzqK1RjSZFjq6zlCFXas.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/220610920922.mp4","Famous brand Genuine Leather Men Messenger Bag Casual Crossbody Bag Fashion Men's Handbag men chest bag Male Shoulder Bag","USD 47.70","USD 24.80","48%","USD","7","USD 1.74","343","97.6%","https://s.click.aliexpress.com/e/_DD077gB",,,,,,
"1005003114580066","https://ae04.alicdn.com/kf/S0a3e9d42face4d4b891ccd02a362ae7dk.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/320936076556.mp4","SUUTOOP Men's Military Tactical Shoulder Bag Army Cross Body Sling Chest Bags Trekking Climbing Crossbody Hiking Pack For Male","USD 49.28","USD 29.57","40%","USD","7","USD 2.07","321","97.3%","https://s.click.aliexpress.com/e/_Dkh9siJ",,,,,,
"32828616564","https://ae04.alicdn.com/kf/H74e067369f2b4b479ec4947c034f28a4G.jpg",,"Cool Skull Punk Crossbody Bags Men Handbag Dark Gothic Fashion Shoulder Bag for Travel Bookbag","USD 13.60","USD 7.21","47%","USD","7","USD 0.50","20","97.5%","https://s.click.aliexpress.com/e/_DlVRrcf",,,,,,
"1005004454548506","https://ae04.alicdn.com/kf/A58f119e3fad34ebb959bf0b228d6f7454.jpg",,"Casual Men Shoulder Chest Bag Nylon Waterproof Outdoor Sport Running Cycling Belt Bag Large Capacity Travel Phone Pouch Bag","USD 16.79","USD 11.42","32%","USD","7","USD 0.80","654","95.3%","https://s.click.aliexpress.com/e/_DEQCqU7",,,,,,
"1005004902921702","https://ae04.alicdn.com/kf/S3515c0d7d5e74d0bb150140d5e10a07a4.jpg",,"2023 Brand Graffiti Horseshoe Bags for Women High Quality Leather Shoulder Bag Luxury Purses and Handbags Designer Crossbody Bag","USD 27.96","USD 18.73","33%","USD","8.0","USD 1.50","60","100.0%","https://s.click.aliexpress.com/e/_DeqLV2T",,,,,,
"1005004464142414","https://ae04.alicdn.com/kf/S6283943ee48c4f9c9cbc17047f393824u.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100057472231.mp4","Fashion KHAKI Bag Women's Nylon Handbags Shoulder Goy Tote School Single-Sided Shopping Bag Purse Wallet Canvas Bags Shoulder 가방","USD 15.00","USD 9.15","39%","USD","7","USD 0.64","142","82.1%","https://s.click.aliexpress.com/e/_DFijd7H",,,,,,
"4000626474908","https://ae04.alicdn.com/kf/H246f5a782710475ab41fb004f7a637c97.jpg",,"B13011 Cute Iapanese Fortune Cat Print Women Handbags Shoulder Bag Reusable Shopping Bags Large Capacity","USD 10.26","USD 4.93","52%","USD","7","USD 0.35","310","99.1%","https://s.click.aliexpress.com/e/_DDqdqux",,,,,,
"1005003426323431","https://ae04.alicdn.com/kf/Ud4761df5255544fbba7f72add2996f81s.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/332139462648.mp4","New Starry Sky Animal Dog Printed Handbag Shoulder Bag Women's Large Tote Ladies Casual Leisure Shopping Hand Bag Outdoor Totes","USD 8.18","USD 4.50","45%","USD","7","USD 0.32","46","98.0%","https://s.click.aliexpress.com/e/_DeAkqKJ",,,,,,
"1005003330943961","https://ae04.alicdn.com/kf/S67a038f9e8ea4c5f853b93e87ec991cbq.jpg",,"New Fashion Mens Canvas Bag Casual Handbag Shoulder Bag Messenger Bag","USD 15.49","USD 10.85","30%","USD","8.0","USD 0.87","215","92.4%","https://s.click.aliexpress.com/e/_DeFjoLt",,,,,,
"1005004533364324","https://ae04.alicdn.com/kf/Sc57501ba732c473c876d467ee1a89889a.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100066701010.mp4","Geestock Men Shoulder Chest Bag Nylon Waterproof Mini Side Bag for Men Bolsa Outdoor Sports Cell Phone Bag Women's Waist Bags","USD 12.00","USD 6.00","50%","USD","40.0","USD 2.40","141","98.9%","https://s.click.aliexpress.com/e/_DlCXvjH",,,,,,
"4000084624614","https://ae04.alicdn.com/kf/H170edf24c9374a7f88ee617766a8884bF.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100079367516.mp4","Women Fur Shoulder Bag Cute Plush Cat Paw Bags Mobile Phone Cute Fluffy Bag Contrasting Color Messenger Bag Wallet сумка кошка","USD 6.05","USD 3.93","35%","USD","18.0","USD 0.71","26","95.0%","https://s.click.aliexpress.com/e/_Dmb7cYb",,,,,,
"1005003341987172","https://ae04.alicdn.com/kf/H45c7c0a9144d44198f8340de7bc71d3bu.jpg",,"Cartoon Cat Baby Girls Crossbody Bags Cute Soft Plush Children's Shoulder Bag Winter Fashion Boys Kids Furry Handbags Coin Purse","USD 7.67","USD 4.99","35%","USD","8.0","USD 0.40","203","96.6%","https://s.click.aliexpress.com/e/_DBgRRzh",,,,,,
"1005003246861969","https://ae04.alicdn.com/kf/H62927990e48c4bb9a731ae01baf906e5y.jpg",,"Multi-Functional Soft PU Leather Small Shoulder Bag For Women Vintage Crossbody Bag Cash Purse Cell phone Bag","USD 6.98","USD 4.19","40%","USD","7","USD 0.29","186","92.9%","https://s.click.aliexpress.com/e/_DDRmbNZ",,,,,,
"1005002022132496","https://ae04.alicdn.com/kf/H37e0088affe04c919751d460d03046905.jpg",,"2021 Women's Canvas Bags Shoulder Diagonal Small Square Handbag Multifunctional Hot Sale  Large Capacity Nylon Crossbody Bag","USD 8.28","USD 5.80","30%","USD","7","USD 0.41","87","97.0%","https://s.click.aliexpress.com/e/_DkD9W8j",,,,,,
"1005003693252554","https://ae04.alicdn.com/kf/H18877fb2518149f1ab851e990d0d60ceM.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/341699994374.mp4","Women's Korean version one shoulder canvas bag fashion literature and Art College Student Backpack class tutorial canvas bag","USD 12.75","USD 9.56","25%","USD","10.0","USD 0.96","357","92.7%","https://s.click.aliexpress.com/e/_DBsoA6J",,,,,,
"4000551720695","https://ae04.alicdn.com/kf/Hffa3774aed5b4f42818a0d76488d0d49a.jpg",,"2022 Fashion Small Crossbody Bags For Children Boys Girls Car Shape Shoulder Bag Handbags Cute Cartoon Small Messenger Bags","USD 4.75","USD 3.42","28%","USD","7","USD 0.24","84","92.9%","https://s.click.aliexpress.com/e/_DEw6rEb",,,,,,
"1005004674009468","https://ae04.alicdn.com/kf/S5428380e2d3446f59d515cc851ba4d58f.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100083178060.mp4","Women Vintage Solid Color Plush Bag Simple Designer Handbag Soft Fur Bag Large Capacity Shopping Bags Winter Totes Shoulder Bag","USD 9.55","USD 5.25","45%","USD","7","USD 0.37","24","60.0%","https://s.click.aliexpress.com/e/_Dl2nA0L",,,,,,
